alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1744031230.8575,elite,682.69747397864,1743703794.1765,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743703795,1744031230.8575,13001,http,170.106.84.125:13001,false,452.1210193634,2621,1171,69.119198312236,170.106.84.125
true,1744031230.6464,elite,6208.3272509821,1714027005.1658,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1744001514,1744031230.6464,41110,socks4,162.214.76.242:41110,true,1641.0441398621,2805,137577,1.9981194170193,162.214.76.242
true,1744031230.3162,elite,597.29282814766,1743744288.8377,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744290,1744031230.3162,13001,http,43.135.142.6:13001,false,303.44414710999,1793,1552,53.602391629297,43.135.142.6
true,1744031230.23,elite,655.94548851921,1743805992.2467,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743805993,1744031230.23,13001,http,43.153.115.164:13001,false,751.65486335754,1648,994,62.376987130961,43.153.115.164
true,1744031152.2077,elite,620.56278040657,1743701603.6617,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743701605,1744031229.2875,13001,http,43.159.130.134:13001,false,504.92382049561,2464,1351,64.587155963303,43.159.130.134
true,1744031229.2651,elite,7243.5975813702,1722157410.1807,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1743983718,1744031229.2651,51023,socks4,162.214.162.180:51023,true,858.06846618652,584,61883,0.93489362383338,162.214.162.180
true,1744031133.5728,transparent,3497.7503853424,1743832062.2892,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alibaba (US) Technology Co., Ltd.",50.1169,8.6837,false,"Alibaba.com Singapore E-Commerce Private Limited",false,Hesse,success,Europe/Berlin,60313,1743832062,1744031228.8205,3128,http,8.211.36.153:3128,false,8290.3933525085,1284,1046,55.107296137339,8.211.36.153
true,1744031121.8119,elite,621.24324121452,1743702793.0605,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743702793,1744031228.4147,13001,http,170.106.80.79:13001,false,736.53674125671,2415,1389,63.485804416404,170.106.80.79
true,1744031217.9591,elite,682.26496917166,1742745041.6715,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743954789,1744031227.6906,13001,http,43.153.69.199:13001,false,303.94554138184,8825,6427,57.861264096512,43.153.69.199
true,1744031227.2566,anonymous,1907.3138607258,1743411171.9612,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1169,8.6837,false,"DigitalOcean, LLC",false,Hesse,success,Europe/Berlin,60313,1744016322,1744031227.2566,3128,http,157.245.27.164:3128,false,9646.2240219116,1378,4249,24.489070552692,157.245.27.164
true,1744031226.9955,elite,550.69729632862,1710558848.3051,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Fremont,"North America",NA,"United States",US,,true,"Akamai Technologies, Inc.",37.5625,-122.0004,false,Linode,false,California,success,America/Los_Angeles,94536,1743551321,1744031226.9955,8888,http,198.74.51.79:8888,false,339.25628662109,200641,318912,38.618004322947,198.74.51.79
true,1744030887.9288,elite,643.13955052269,1743067251.8188,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743672415,1744031226.4172,13001,http,43.153.99.175:13001,false,341.89414978027,5990,5289,53.107544995124,43.153.99.175
true,1744030959.4279,elite,647.61547896086,1743740866.8743,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743743561,1744031226.2243,13001,http,43.159.139.163:13001,false,318.81880760193,2022,1341,60.124888492417,43.159.139.163
true,1744030975.7201,elite,87.740741576873,1739086312.7545,"AS6724 Strato GmbH",STRATO,Berlin,Europe,EU,Germany,DE,Charlottenburg-Wilmersdorf,true,"Strato AG",52.5234,13.3224,false,"Strato AG",true,"Land Berlin",success,Europe/Berlin,10587,1743925245,1744031225.257,8888,http,81.169.213.169:8888,false,56.942462921143,39069,23132,62.81088728477,81.169.213.169
true,1744031225.1265,elite,601.38588858836,1743742778.4581,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743742779,1744031225.1265,13001,http,43.130.12.39:13001,false,753.86881828308,2092,1267,62.280440607324,43.130.12.39
true,1744031149.8823,transparent,5284.7371655446,1743196869.8325,"AS31898 Oracle Corporation",ORACLE-BMC-31898,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Oracle Corporation",50.1049,8.6295,false,"Oracle Cloud Infrastructure (eu-frankfurt-1)",false,Hesse,success,Europe/Berlin,60326,1743801877,1744031224.4504,3128,http,130.61.114.175:3128,false,12040.323972702,3365,4425,43.196405648267,130.61.114.175
true,1744030800.1731,elite,632.94292053981,1743704599.7087,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743704600,1744031221.6255,13001,http,170.106.168.100:13001,false,314.1450881958,2565,1217,67.821258593337,170.106.168.100
true,1744031221.08,elite,638.56566406765,1743703081.3463,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703410,1744031221.08,13001,http,43.159.152.200:13001,false,319.84972953796,2387,1409,62.881981032666,43.159.152.200
true,1744031218.3006,elite,4586.9914434594,1742500540.2916,"AS6939 Hurricane Electric LLC",HURRICANE,"San Jose","North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.2821,-121.831,false,"Hurricane Electric",true,California,success,America/Los_Angeles,95111,1743710347,1744031218.3006,3128,http,64.62.219.99:3128,false,6196.3119506836,6226,10225,37.845723664215,64.62.219.99
true,1744031218.2679,elite,637.26641900739,1743744167.9678,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744168,1744031218.2679,13001,http,43.153.113.33:13001,false,733.75868797302,2270,1076,67.842199641363,43.153.113.33
true,1744031216.2738,elite,660.75682062562,1742751758.5535,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743961437,1744031216.2738,13001,http,43.153.112.164:13001,false,764.5800113678,8587,6586,56.593949779213,43.153.112.164
true,1744031063.0637,elite,3956.9162926332,1731664657.8763,"AS5719 State University of New York at Stony Brook",SUNYSB,"Stony Brook","North America",NA,"United States",US,,false,"State University of New York at Stony Brook",40.9076,-73.122,false,"State University of New York at Stony Brook",true,"New York",success,America/New_York,11790,1743555601,1744031215.8969,80,http,130.245.32.202:80,false,5657.7997207642,30892,85544,26.531313339517,130.245.32.202
true,1744031214.286,elite,661.3203268506,1743703147.4677,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703149,1744031214.286,13001,http,43.153.46.29:13001,false,744.13275718689,2369,1428,62.391361601264,43.153.46.29
true,1744031213.7124,elite,627.81976773397,1743746018.5969,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743746019,1744031213.7124,13001,http,170.106.113.58:13001,false,470.96848487854,2113,1213,63.529765484065,170.106.113.58
true,1744031112.9439,elite,639.25845200625,1743742042.9718,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Los Angeles","North America",NA,"United States",US,,true,OPHL,34.0522,-118.2436,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,,1743743078,1744031213.2199,13001,http,49.51.49.70:13001,false,735.7325553894,2207,1154,65.664980660518,49.51.49.70
true,1744031212.9569,elite,318.084380364,1743198859.0714,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Santa Clara","North America",NA,"United States",US,,true,"Alibaba Cloud LLC",37.353,-121.9544,false,ALICLOUD-US,false,California,success,America/Los_Angeles,95052,1743803816,1744031212.9569,6698,http,47.251.54.0:6698,false,323.39954376221,5945,2511,70.305108798486,47.251.54.0
true,1744031180.7139,elite,536.39215356237,1743752145.355,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743752146,1744031212.7839,13001,http,43.130.28.65:13001,false,320.60170173645,1998,1259,61.344795824378,43.130.28.65
true,1744031081.6342,elite,661.79464591081,1743741744.4591,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743743101,1744031211.9472,13001,http,170.106.196.226:13001,false,484.79437828064,2087,1276,62.057686589355,170.106.196.226
true,1744031026.4641,elite,613.61156090793,1743702480.4019,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,OPHL,37.353,-121.9544,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,95052,1743702481,1744031211.4009,13001,http,49.51.232.22:13001,false,449.32985305786,2274,1529,59.794898764134,49.51.232.22
true,1744031211.3998,anonymous,6292.2703442355,1739368541.9687,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Quincy,"North America",NA,"United States",US,,true,"Microsoft Corporation",47.233,-119.852,false,"Microsoft Azure Cloud (westus2)",true,Washington,success,America/Los_Angeles,98848,1743602702,1744031211.3998,3128,http,4.149.210.210:3128,false,10956.097841263,14040,38041,26.958007718746,4.149.210.210
true,1744031210.8602,elite,697.71460372654,1742752153.7286,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743961958,1744031210.8602,13001,http,43.153.100.212:13001,false,3126.5649795532,8658,6499,57.122121791911,43.153.100.212
true,1744031032.2559,elite,638.49400182801,1743743207.456,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743743208,1744031210.7998,13001,http,43.130.2.77:13001,false,455.71875572205,2105,1250,62.74217585693,43.130.2.77
true,1744031210.5076,elite,666.2826646458,1743743530.366,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,OPHL,37.353,-121.9544,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,95052,1743743531,1744031210.5076,13001,http,49.51.229.252:13001,false,477.12445259094,2223,1130,66.298836862511,49.51.229.252
true,1744031209.8729,elite,5937.0857327898,1743311186.1956,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743916047,1744031209.8729,2335,http,38.152.72.132:2335,false,477.84900665283,536,7405,6.7497796247324,38.152.72.132
true,1744031207.6931,elite,4213.3060707415,1742416808.76,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,"East Industrial",true,"Hurricane Electric LLC",37.49,-121.931,false,"Hurricane Electric",true,California,success,America/Los_Angeles,94539,1743626542,1744031209.7833,3128,http,65.49.14.150:3128,false,4806.4107894897,6802,10668,38.935317687464,65.49.14.150
true,1744031208.9354,elite,4650.4149135484,1718813052.9955,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Richmond,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,23173,1743551510,1744031208.9354,33333,http,47.90.205.231:33333,false,12835.408449173,210674,168848,55.510352496034,47.90.205.231
true,1744030922.5407,elite,314.73722613823,1722396711.3663,"AS19084 ColoUp",COLOUP,Buffalo,"North America",NA,"United States",US,,true,ColoUp,42.8864,-78.8781,false,ColoUp,true,"New York",success,America/New_York,14202,1743566865,1744031208.6887,80,http,162.223.90.130:80,false,409.46054458618,298269,12629,95.937896030209,162.223.90.130
true,1744031206.7174,elite,710.35759445234,1742752062.4426,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743961794,1744031206.7174,13001,http,43.153.107.10:13001,false,475.92425346375,8852,6341,58.263674060423,43.153.107.10
true,1744031205.6727,elite,601.94560416487,1743744237.8968,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744238,1744031205.6727,13001,http,43.130.28.33:13001,false,315.8175945282,2129,1217,63.628212791393,43.130.28.33
true,1744031173.5586,elite,686.41328069899,1743704606.4746,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743705011,1744031205.4174,13001,http,43.153.78.139:13001,false,317.1820640564,2475,1304,65.493516803387,43.153.78.139
true,1744031169.8744,elite,650.12005395652,1743742158.4928,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743744075,1744031202.1959,13001,http,170.106.83.59:13001,false,749.44162368774,2129,1227,63.438617401669,170.106.83.59
true,1744031201.6846,elite,790.79729935115,1742748371.8694,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743958076,1744031201.6846,13001,http,43.153.92.75:13001,false,315.12117385864,7957,7246,52.338354272183,43.153.92.75
true,1744031168.7922,elite,604.60130585925,1743741892.6403,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743743283,1744031201.6728,13001,http,43.153.32.127:13001,false,769.17552947998,2059,1300,61.298005358738,43.153.32.127
true,1744031178.6694,elite,613.27350414643,1743703919.1699,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743704152,1744031201.6043,13001,http,170.106.193.157:13001,false,747.17903137207,2514,1275,66.349960411718,170.106.193.157
true,1744031200.5438,elite,5666.2855119629,1743197686.8336,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743802943,1744031200.5438,2335,http,38.152.72.248:2335,false,8145.539522171,748,8792,7.8406708595388,38.152.72.248
true,1744031138.9245,elite,597.74603063036,1743742287.7783,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743743261,1744031199.5555,13001,http,43.153.113.65:13001,false,451.34449005127,2089,1268,62.22817992255,43.153.113.65
true,1744031198.8384,elite,780.00310151612,1742760536.089,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743970222,1744031198.8384,13001,http,43.153.14.194:13001,false,302.81972885132,7802,7273,51.75456053068,43.153.14.194
true,1744031197.6724,transparent,6676.2156869745,1739794113.1147,"AS7029 Windstream Communications LLC",WINDSTREAM,Wellington,"North America",NA,"United States",US,,false,"Windstream Communications LLC",34.8562,-100.2137,false,R3DLS,true,Texas,success,America/Chicago,79095,1744028024,1744031197.6724,7878,http,66.19.21.242:7878,false,6527.6553630829,4162,47343,8.0807688573925,66.19.21.242
true,1744031196.4081,elite,703.30797316403,1743000450.7326,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743605283,1744031196.4081,13001,http,43.135.166.98:13001,false,3989.7212982178,6709,5401,55.400495458299,43.135.166.98
true,1744030654.8049,elite,4361.7052037112,1710540143.5152,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1743554507,1744031193.974,80,http,147.182.180.242:80,false,2201.0476589203,93064,363490,20.384007149209,147.182.180.242
true,1744031188.2357,elite,4764.4835244481,1740697675.5859,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,ALICLOUD-US,true,California,success,America/Los_Angeles,,1743746736,1744031188.2357,8834,http,47.251.73.54:8834,false,2300.7402420044,243,22352,1.0754591723833,47.251.73.54
true,1744030798.4836,elite,570.49129469432,1743742161.4769,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743742199,1744031187.8405,13001,http,43.159.134.243:13001,false,755.27548789978,2119,1248,62.934362934363,43.159.134.243
true,1744031154.3802,elite,10107.252459121,1726796888.5652,"AS13213 UK-2 Limited",UK2NET-AS,"New York","North America",NA,"United States",US,,true,"UK-2 Limited",40.7126,-74.0066,false,"Hosting Services, Inc.",true,"New York",success,America/New_York,10004,1744002214,1744031154.3802,13644,socks4,67.213.210.60:13644,true,10788.753032684,306,61078,0.49850123810765,67.213.210.60
true,1744031150.7397,elite,641.45214810878,1743001956.0942,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743606792,1744031150.7397,13001,http,43.135.162.60:13001,false,744.380235672,6987,5096,57.825043449474,43.135.162.60
true,1744031150.2504,elite,5816.2385708632,1730717869.3216,"AS393886 Leaseweb USA, Inc.",LEASEWEB-USA-MIA,Miami,"North America",NA,"United States",US,,true,"Leaseweb USA, Inc.",25.7701,-80.1928,false,"Leaseweb USA, Inc",true,Florida,success,America/New_York,33197,1743551171,1744031150.2504,80,http,23.82.137.158:80,false,1805.6018352509,46593,134481,25.731468902217,23.82.137.158
true,1744031148.6354,elite,865.6324058392,1734996194.5131,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,ALICLOUD-US,true,California,success,America/Los_Angeles,,1743551380,1744031148.6354,8888,http,47.251.122.81:8888,false,312.0424747467,35375,82392,30.03812613041,47.251.122.81
true,1744031100.8601,elite,554.04551038704,1743703776.3371,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703777,1744031134.6264,13001,http,43.135.158.192:13001,false,313.36212158203,2510,1280,66.22691292876,43.135.158.192
true,1744011438.9878,elite,9504.0704513851,1740784986.9495,"AS33387 Nocix, LLC",NOCIX,"Kansas City","North America",NA,"United States",US,"Crossroads Arts District",true,"Nocix, LLC",39.0945,-94.5812,false,"sutejo, dian",true,Missouri,success,America/Chicago,64116,1744007385,1744011438.9878,2254,socks4,192.151.150.174:2254,true,11108.934879303,38,10637,0.3559718969555,192.151.150.174
true,1743966078.3192,elite,10284.154629523,1723302831.5155,"AS19437 SECURED SERVERS LLC",SS-ASH,Ashburn,"North America",NA,"United States",US,,true,"Secured Servers LLC",39.0469,-77.4903,false,"Secured Servers LLC",true,Virginia,success,America/New_York,20149,1743432258,1743966078.3192,32100,socks4,104.254.238.122:32100,true,986.8745803833,387,83161,0.46320677933643,104.254.238.122
true,1743960604.1792,elite,1044.2481716521,1696986791.5261,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Performive LLC",33.7549,-84.3897,false,"Total Server Solutions L.L.C",true,Georgia,success,America/New_York,30303,1743836442,1743960604.1792,4145,socks4,198.8.94.170:4145,true,693.02582740784,141510,295560,32.376964788249,198.8.94.170
true,1743957418.4155,elite,10194.637735418,1722401954.5592,"AS7018 AT&T Services, Inc.",ATT-INTERNET4,Central,"North America",NA,"United States",US,,false,"AT&T Services, Inc.",34.7243,-82.7812,false,"AT&T Corp",false,"South Carolina",success,America/New_York,29630,1743608903,1743957418.4155,1337,socks4,108.192.151.217:1337,true,11678.607463837,298,61467,0.48247389298146,108.192.151.217
true,1743955231.9921,elite,10999.022430532,1738243655.5536,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Detroit,"North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",42.3575,-83.2162,false,"Comcast Cable Communications, Inc.",false,Michigan,success,America/Detroit,48228,1743428073,1743955231.9921,1549,socks4,98.243.124.196:1549,true,10442.462444305,85,20630,0.41033067825247,98.243.124.196
true,1743949857.5071,elite,990.77899476345,1696985355.6803,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"Sharktek Consulting LLC",true,Georgia,success,America/New_York,30303,1743875811,1743949857.5071,18762,socks4,192.111.137.37:18762,true,657.09757804871,140689,269267,34.318073159071,192.111.137.37
true,1743927503.2842,elite,9465.6776364569,1712210829.5523,"AS19318 Interserver, Inc",IS-AS-1,Secaucus,"North America",NA,"United States",US,,true,"Interserver, Inc",40.7862,-74.0743,false,"Interserver, Inc",true,"New Jersey",success,America/New_York,07094,1743831161,1743927503.2842,36138,socks4,209.159.153.21:36138,true,11865.192890167,839,112458,0.74053152334131,209.159.153.21
true,1743921080.9927,elite,10593.806475726,1722404388.0476,"AS749 DoD Network Information Center",DNIC-AS-00749,Whitehall,"North America",NA,"United States",US,,false,"DoD Network Information Center",39.9747,-82.8947,false,"DoD Network Information Center",false,Ohio,success,America/New_York,43218,1743570894,1743921080.9927,8080,socks4,21.131.12.216:8080,true,10075.11305809,275,51981,0.52625535823637,21.131.12.216
true,1743917366.3094,elite,4279.9290821121,1713075489.0824,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,"San Jose","North America",NA,"United States",US,,true,"GoDaddy.com, LLC",37.3387,-121.885,false,"GoDaddy.com, LLC",true,California,success,America/Los_Angeles,95141,1743820253,1743917366.3094,43686,socks4,148.72.211.168:43686,true,771.0657119751,1086,141715,0.76049887605829,148.72.211.168
